site_unique,site_location_name,established_date,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,outcrop_lithology,other_outcrop_lithology,site_location_visit_id,visit_start_date,visit_end_date,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number,x,y
NTAPCK0003-58931,NTAPCK0003,2018-12-03T00:00:00Z,PCK,PLA,PLA,1,100,,,58931,2018-03-12T12:00:00Z,2018-03-12T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.625497,132.853924,SW,NT,2018-03-12,1,132.853924,-12.625497
NTAPCK0004-58920,NTAPCK0004,2018-03-19T12:00:00Z,PCK,FLO,PLA,3,135,,NC,58920,2021-06-03T00:00:00Z,2021-06-03T00:00:00Z,n/a,X,n/a,Z,4,0,DRY,DRY,49,48,30,267602.9,8603625.3,53,WGS84,TABLET,P,4 CH AB AG EF BGKMV,TRUE,TRUE,TRUE,-12.6238344960457,132.860715379604,SW,NT,2021-06-03,2,132.860715379604,-12.6238344960457
NTAPCK0004-58934,NTAPCK0004,2018-03-19T12:00:00Z,PCK,FLO,PLA,3,135,,NC,58934,2018-03-19T12:00:00Z,2018-03-19T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",NC,NC,TRUE,TRUE,TRUE,-12.6238344960457,132.860715379604,SW,NT,2018-03-19,1,132.860715379604,-12.6238344960457
NTAPCK0005-58921,NTAPCK0005,2021-06-03T00:00:00Z,PCK,FLO,PLA,2,180,,NC,58921,2021-06-03T00:00:00Z,2021-06-03T00:00:00Z,n/a,X,n/a,ND,5,0,DRY,BurntN,30,48,30,265305.743,8609171.55,53,WGS84,TABLET,P,4 DE AA AH DQ BIKM-,TRUE,TRUE,TRUE,-12.5733706,132.8388484,SW,NT,2021-06-03,1,132.8388484,-12.5733706
NTAPCK0006-58922,NTAPCK0006,2022-02-04T12:00:00Z,PCK,FLO,PLA,1,135,IS,MU,58922,2021-06-06T00:00:00Z,2021-06-06T00:00:00Z,n/a,0,n/a,Z,4,0,DRY,DRY,30,48,30,268176.2,8600741.1,53,WGS84,TABLET,P,4 KA AB AG BU BIKM-,TRUE,TRUE,TRUE,-12.6499321457404,132.865601076437,SW,NT,2021-06-06,2,132.865601076437,-12.6499321457404
NTAPCK0006-58935,NTAPCK0006,2022-02-04T12:00:00Z,PCK,FLO,PLA,1,135,IS,MU,58935,2018-04-09T12:00:00Z,2018-04-09T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.6499321457404,132.865601076437,SW,NT,2018-04-09,1,132.865601076437,-12.6499321457404
NTAPCK0007-58924,NTAPCK0007,2018-03-05T12:00:00Z,PCK,FLO,PLA,1,25,,NC,58924,2021-06-07T00:00:00Z,2021-06-07T00:00:00Z,n/a,0,n/a,Z,4,0,DRY,DRY,49,48,30,267088.6,8595888.8,53,WGS84,TABLET,P,4 TE AC BU AI BIKKU,TRUE,TRUE,TRUE,-12.6936751052381,132.854274250021,SW,NT,2021-06-07,2,132.854274250021,-12.6936751052381
NTAPCK0007-58936,NTAPCK0007,2018-03-05T12:00:00Z,PCK,FLO,PLA,1,25,,NC,58936,2018-03-05T12:00:00Z,2018-03-05T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.6936751052381,132.854274250021,SW,NT,2018-03-05,1,132.854274250021,-12.6936751052381
NTAPCK1009-58937,NTAPCK1009,2019-03-04T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58937,2019-03-04T12:00:00Z,2019-03-04T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.671938,132.942318,SW,NT,2019-03-04,1,132.942318,-12.671938
NTAPCK1010-58938,NTAPCK1010,2019-03-04T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58938,2019-03-04T12:00:00Z,2019-03-04T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.676906,132.964769,SW,NT,2019-03-04,1,132.964769,-12.676906
NTAPCK1011-58940,NTAPCK1011,2021-03-08T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58940,2021-03-08T12:00:00Z,2021-03-08T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,13,13,13,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.701198,132.929794,SW,NT,2021-03-08,1,132.929794,-12.701198
NTAPCK1012-58942,NTAPCK1012,2021-03-08T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58942,2021-03-08T12:00:00Z,2021-03-08T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",P,NC,TRUE,TRUE,TRUE,-12.702209,132.932917,SW,NT,2021-03-08,1,132.932917,-12.702209
NTAPCK2013-58939,NTAPCK2013,2019-03-11T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58939,2019-03-11T12:00:00Z,2019-03-11T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",NC,NC,TRUE,TRUE,TRUE,-12.706168,132.927351,SW,NT,2019-03-11,1,132.927351,-12.706168
NTAPCK2014-58941,NTAPCK2014,2019-03-11T12:00:00Z,PCK,PLA,PLA,0,"",,NC,58941,2019-03-11T12:00:00Z,2019-03-11T12:00:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,58,13,58,,,,"","",NC,NC,TRUE,TRUE,TRUE,-12.699107,132.930501,SW,NT,2019-03-11,1,132.930501,-12.699107
NTASSD0001-53690,NTASSD0001,2012-08-18T00:00:00Z,SSD,LON,SWL,"","",NC,NC,53690,2012-08-18T00:00:00Z,2012-08-18T00:00:00Z,NC,1,S,NC,6,0,WET,FFR,8,2,8,631561,7200106,53,WGS84,DGPS,P,3RUAOZZAREK-,FALSE,FALSE,TRUE,-25.3097916666667,136.307027777778,SW,NT,2012-08-18,1,136.307027777778,-25.3097916666667
NTASSD0002-57073,NTASSD0002,2012-08-19T00:00:00Z,SSD,DUN,SWL,0,"",,,57073,2012-08-19T00:00:00Z,2012-08-19T00:00:00Z,W,1,P,VM,6,0,WET,FFR,15,2,15,630302,7202492,53,WGS84,GPS,P,3RUAOZZAREK-,FALSE,FALSE,TRUE,-25.288317,136.29419,SW,NT,2012-08-19,1,136.29419,-25.288317
NTASSD0003-53691,NTASSD0003,2012-08-20T00:00:00Z,SSD,LON,DUC,"","",NC,NC,53691,2012-08-20T00:00:00Z,2012-08-20T00:00:00Z,NC,1,P,NC,6,0,WET,FFR,15,2,15,630658,7201433,53,WGS84,DGPS,P,3RUAOZZAREK-,FALSE,FALSE,TRUE,-25.2994444444444,136.298875,SW,NT,2012-08-20,1,136.298875,-25.2994444444444
NTASSD0004-53692,NTASSD0004,2012-08-21T00:00:00Z,SSD,LON,SWL,"","",NC,NC,53692,2012-08-21T00:00:00Z,2012-08-21T00:00:00Z,NC,1,P,NC,6,0,WET,FFR,15,2,15,628379,7206393,53,WGS84,DGPS,P,3RUARZZAOEK-,FALSE,FALSE,TRUE,-25.2532666666667,136.274811111111,SW,NT,2012-08-21,1,136.274811111111,-25.2532666666667
NTASSD0005-53693,NTASSD0005,2012-09-18T00:00:00Z,SSD,LON,SWL,"","",NC,NC,53693,2012-09-18T00:00:00Z,2012-09-18T00:00:00Z,NC,1,P,NC,6,0,WET,FFR,15,2,15,655148,7150636,53,WGS84,DGPS,P,3RUARZZAOEK,FALSE,FALSE,TRUE,-25.7541111111111,136.546952777778,SW,NT,2012-09-18,1,136.546952777778,-25.7541111111111
NTASSD0006-53694,NTASSD0006,2012-09-18T00:00:00Z,SSD,LON,DUC,"","",NC,NC,53694,2012-09-18T00:00:00Z,2012-09-19T00:00:00Z,NC,1,P,NC,6,0,WET,FFR,15,2,15,655229,7150713,53,AGD84,GPS,P,3RUARZZAOEK-,FALSE,FALSE,TRUE,-25.7534361111111,136.547825,SW,NT,2012-09-18,1,136.547825,-25.7534361111111
NTASSD0007-53695,NTASSD0007,2012-09-19T00:00:00Z,SSD,LON,DUC,"","",NC,NC,53695,2012-09-19T00:00:00Z,2012-09-19T00:00:00Z,NC,1,P,NC,6,0,WET,FFR,15,2,15,656902,7147346,53,"",DGPS,A,3RUARZZAOEK-,FALSE,FALSE,TRUE,-25.7835555555556,136.564875,SW,NT,2012-09-19,1,136.564875,-25.7835555555556
NTASSD0008-57074,NTASSD0008,2012-09-19T00:00:00Z,SSD,DUN,SWL,0,"",,NC,57074,2012-09-19T00:00:00Z,2012-09-19T00:00:00Z,W,1,P,VM,6,0,WET,FFR,15,2,15,656673,7147932,53,WGS84,GPS,A,3RUARZZAOEK-,TRUE,TRUE,TRUE,-25.7783361111111,136.562461111111,SW,NT,2012-09-19,1,136.562461111111,-25.7783361111111
NTASSD0009-53696,NTASSD0009,2012-09-22T00:00:00Z,SSD,LON,SWL,"","",NC,NC,53696,2012-09-22T00:00:00Z,2012-09-22T00:00:00Z,NC,1,P,Z,6,0,WET,FFR,15,2,15,602249,7258842,53,WGS84,DGPS,A,3RUAOZZBCES-,FALSE,FALSE,TRUE,-24.7817328,136.0114582,SW,NT,2012-09-22,1,136.0114582,-24.7817328
NTASSD0010-53697,NTASSD0010,2012-09-23T00:00:00Z,SSD,LON,DUS,"","",NC,NC,53697,2012-09-23T00:00:00Z,2012-09-23T00:00:00Z,NC,1,P,Z,6,0,WET,FFR,15,2,15,603246,7257598,53,AGD84,DGPS,A,3RUARZZAOEK-,FALSE,FALSE,TRUE,-24.792826,136.021357,SW,NT,2012-09-23,1,136.021357,-24.792826
NTASSD0011-53559,NTASSD0011,2013-03-19T00:00:00Z,SSD,PLA,PLA,0,"",CU,,53559,2013-03-19T00:00:00Z,2013-03-19T00:00:00Z,NC,2,NC,D,4,1M,DRY,DRY,1,2,1,511565,7181833,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.4805472222222,135.115113888889,SW,NT,2013-03-19,1,135.115113888889,-25.4805472222222
NTASSD0012-53560,NTASSD0012,2013-03-20T00:00:00Z,SSD,PLA,PLY,0,"",,NC,53560,2013-03-20T00:00:00Z,2013-03-20T00:00:00Z,NC,2,NC,H,4,1M,DRY,DRY,1,2,1,511628,7179329,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.5032166666667,135.115711111111,SW,NT,2013-03-20,1,135.115711111111,-25.5032166666667
NTASSD0013-53563,NTASSD0013,2013-03-20T12:00:00Z,SSD,RIS,HSL,4,180,GV,NC,53563,2013-03-20T21:58:17Z,2013-03-20T21:58:17Z,NC,2,NC,H,4,1M,DRY,DRY,1,2,1,514018,7177020,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.5240472222222,135.139505555556,SW,NT,2013-03-20,1,135.139505555556,-25.5240472222222
NTASSD0014-53564,NTASSD0014,2013-03-23T00:00:00Z,SSD,PLA,PLA,0,"",,NC,53564,2013-03-23T00:00:00Z,2013-03-23T00:00:00Z,NC,NC,Z,O,4,0,DRY,DRY,1,2,1,537363,7219725,53,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-25.1378694444444,135.3707,SW,NT,2013-03-23,1,135.3707,-25.1378694444444
NTASSD0015-53565,NTASSD0015,2013-03-24T00:00:00Z,SSD,FLO,SWP,0,"",,NC,53565,2013-03-24T00:00:00Z,2013-03-24T00:00:00Z,NC,X,NC,O,4,0,DRY,DRY,1,2,1,562183,7221180,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.1239333333333,135.616791666667,SW,NT,2013-03-24,1,135.616791666667,-25.1239333333333
NTASSD0016-53566,NTASSD0016,2013-03-22T12:00:00Z,SSD,PLA,PLA,0,"",,NC,53566,2013-03-22T19:01:33Z,2013-03-22T19:01:33Z,R,1,P,B,4,0,DRY,DRY,1,2,1,551213,7222758,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.1101138888889,135.507997222222,SW,NT,2013-03-22,1,135.507997222222,-25.1101138888889
NTASSD0017-53561,NTASSD0017,2013-03-21T00:00:00Z,SSD,PLA,HCR,1,360,,NC,53561,2013-03-21T00:00:00Z,2013-03-21T00:00:00Z,NC,NC,NC,B,4,1L,DRY,DRY,1,2,1,525974,7182249,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.4765888888889,135.258422222222,SW,NT,2013-03-21,1,135.258422222222,-25.4765888888889
NTASSD0018-53562,NTASSD0018,2013-01-01T00:00:00Z,SSD,PLA,HSL,1,270,,NC,53562,2013-03-22T23:48:22Z,2013-03-22T23:48:22Z,NC,0,NC,B,4,0,DRY,DRY,1,2,1,552679,7220793,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.1279333333333,135.522638888889,SW,NT,2013-03-22,1,135.522638888889,-25.1279333333333
NTASSD0019-53567,NTASSD0019,2013-03-25T00:00:00Z,SSD,FLO,DDE,1,180,,NC,53567,2013-03-25T00:00:00Z,2013-03-25T00:00:00Z,NC,X,NC,B,4,0,DRY,DRY,1,2,1,564614,7224440,53,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-25.0944083333333,135.640791666667,SW,NT,2013-03-25,1,135.640791666667,-25.0944083333333
NTASTU0001-58428,NTASTU0001,2016-04-30T12:43:22Z,STU,PLA,PLA,0,"",,NC,58428,2016-04-30T12:43:22Z,2016-04-30T12:43:22Z,T,1,P,M,4,0,DRY,AVG,1,2,1,329961,8244042,53,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-15.8768583333333,133.411919444444,SW,NT,2016-04-30,1,133.411919444444,-15.8768583333333
NTASTU0002-58429,NTASTU0002,2016-05-01T16:58:00Z,STU,PLA,PLA,0,"",,NC,58429,2016-05-01T16:58:00Z,2016-05-01T16:58:00Z,n/a,X,n/a,TM,4,0,DRY,AVG,1,2,1,326265,8256078,53,WGS84,"",A,"",TRUE,TRUE,TRUE,-15.7678388888889,133.378233333333,SW,NT,2016-05-01,1,133.378233333333,-15.7678388888889
NTASTU0003-58430,NTASTU0003,2016-05-01T15:10:00Z,STU,PLA,PLA,0,"",,NC,58430,2016-05-01T15:10:00Z,2016-05-01T15:10:00Z,n/a,X,n/a,TM,4,1L,DRY,AVG,1,2,1,320785,8262797,53,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-15.70665,133.327522222222,SW,NT,2016-05-01,1,133.327522222222,-15.70665
NTASTU0004-58426,NTASTU0004,2016-05-03T09:41:51Z,STU,SAN,PLA,0,"",,NC,58426,2016-05-03T09:41:51Z,2016-05-03T09:41:51Z,n/a,X,n/a,TM,5,0,WET,AVG,1,2,1,283987,8355867,53,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-14.8638388888889,132.991402777778,SW,NT,2016-05-03,1,132.991402777778,-14.8638388888889
NTASTU0005-58427,NTASTU0005,2016-05-03T15:15:53Z,STU,SAN,PLA,0,"",,NC,58427,2016-05-03T15:15:53Z,2016-05-03T15:15:53Z,n/a,X,n/a,TM,4,0,WET,AVG,1,2,1,290098,8350956,53,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-14.9086444444444,133.047788888889,SW,NT,2016-05-03,1,133.047788888889,-14.9086444444444
NTATAN0001-58874,NTATAN0001,2020-08-05T12:00:00Z,TAN,SAN,PLA,0,"",,,58874,2020-08-05T12:00:00Z,2020-08-05T12:00:00Z,n/a,X,n/a,Z,6,0,DRY,DRY,1,45,1,417257.9,7710895.4,53,WGS84,TABLET,P,3 TE IN AO AR BEKKX,TRUE,TRUE,TRUE,-20.6995098,134.2054273,SW,NT,2020-08-05,1,134.2054273,-20.6995098
NTATAN0002-58870,NTATAN0002,2020-08-05T13:28:07Z,TAN,SAN,PLA,0,"",,,58870,2020-08-05T13:28:07Z,2020-08-05T13:28:07Z,n/a,X,n/a,TM,6,0,DRY,DRY,30,45,30,416735.6,7708304.7,53,WGS84,TABLET,P,3 TE IN AO AR BEKKX,TRUE,TRUE,TRUE,-20.7228814,134.2003669,SW,NT,2020-08-05,1,134.2003669,-20.7228814
NTATAN0003-58871,NTATAN0003,2020-08-06T10:31:58Z,TAN,SAN,PLA,2,180,,NC,58871,2020-08-06T10:31:58Z,2020-08-06T10:31:58Z,n/a,X,n/a,Z,6,0,DRY,AVG,1,45,1,382627.7,7686122,53,WGS84,TABLET,P,3 TE IN AO AR BEKKX,TRUE,TRUE,TRUE,-20.9215447,133.8713681,SW,NT,2020-08-06,1,133.8713681,-20.9215447
NTATAN0004-58875,NTATAN0004,2020-08-06T12:00:00Z,TAN,DUN,DUS,1,270,,,58875,2020-08-06T12:00:00Z,2020-08-06T12:00:00Z,W,2,A,Z,6,0,DRY,BurntR,30,45,30,384163.6,7686101.5,53,WGS84,TABLET,P,3 TE IN AO AR BEKKX,TRUE,TRUE,TRUE,-20.9217778,133.886123,SW,NT,2020-08-06,1,133.886123,-20.9217778
NTTDAB0001-53580,NTTDAB0001,2014-03-17T00:00:00Z,DAB,ESC,HSL,3,135,SA,,53580,2014-03-17T00:00:00Z,2014-03-17T00:00:00Z,R,1,A,X,6,0,DRY,DRY,1,2,1,788910,8454740,52,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-13.962875,131.673997222222,SW,NT,2014-03-17,1,131.673997222222,-13.962875
NTTDAC0001-53755,NTTDAC0001,2014-03-18T00:00:00Z,DAC,PLA,PLA,0,"",,,53755,2014-03-18T00:00:00Z,2014-03-18T00:00:00Z,NC,X,NC,Z,5,0,WET,FFR,3,8,3,694644,8546801,52,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-13.1398326944444,130.795687083333,SW,NT,2014-03-18,1,130.795687083333,-13.1398326944444
NTTDMR0001-53582,NTTDMR0001,2014-03-13T00:00:00Z,DMR,ESC,SWP,1,225,,,53582,2014-03-13T00:00:00Z,2014-03-13T00:00:00Z,R,2,A,Z,5,0,WET,FFR,3,8,3,360791,8000470,53,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-18.0800416666667,133.684544444444,SW,NT,2014-03-13,1,133.684544444444,-18.0800416666667
NTTDMR0002-53581,NTTDMR0002,2014-03-14T00:00:00Z,DMR,PLA,PLA,"","",,NC,53581,2014-03-14T00:00:00Z,2014-03-14T00:00:00Z,NC,X,NC,X,4,0,WET,FFR,1,8,1,355543,8001254,53,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-18.0724972222222,133.635022222222,SW,NT,2014-03-14,1,133.635022222222,-18.0724972222222
NTTDMR0003-53583,NTTDMR0003,2014-03-14T01:00:00Z,DMR,SAN,PLA,0,"",,,53583,2014-03-14T01:00:00Z,2014-03-14T01:00:00Z,NC,X,NC,X,4,0,WET,FFR,3,8,3,358924,8001320,53,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-18.0720444444444,133.666930555556,SW,NT,2014-03-14,1,133.666930555556,-18.0720444444444
NTTMGD0001-53521,NTTMGD0001,2014-03-15T00:00:00Z,MGD,FLO,SWP,1,315,,,53521,2014-03-15T00:00:00Z,2014-03-15T00:00:00Z,NC,X,NC,X,3,0,WET,FFR,1,2,1,332465,8088444,53,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-17.2829694444444,133.423894444444,SW,NT,2014-03-15,1,133.423894444444,-17.2829694444444
NTTPCK0001-53584,NTTPCK0001,2014-03-19T00:00:00Z,PCK,LOW,HSL,5,135,SD,,53584,2014-03-19T00:00:00Z,2014-03-19T00:00:00Z,R,1,P,X,6,0,WET,FFR,1,8,1,730922,8576160,52,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-12.8719611111111,131.126994444444,SW,NT,2014-03-19,1,131.126994444444,-12.8719611111111
NTTSTU0001-53585,NTTSTU0001,2014-03-15T00:00:00Z,STU,PLA,PLA,0,"",,,53585,2014-03-15T00:00:00Z,2014-03-15T00:00:00Z,NC,X,NC,X,3,0,WET,FFR,3,8,3,315602,8160540,53,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-16.6302416666667,133.271158333333,SW,NT,2014-03-15,1,133.271158333333,-16.6302416666667
QDABBN0001-58730,QDABBN0001,2019-04-07T15:43:12Z,BBN,SAN,PLA,2,180,,NC,58730,2019-04-07T15:43:12Z,2019-04-07T15:43:12Z,n/a,0,n/a,AM,2,0,WET,AVG,30,31,30,618041.6,7360907.1,55,WGS84,"",P,"",TRUE,TRUE,TRUE,-23.8590080555556,148.158248055556,SW,QLD,2019-04-07,1,148.158248055556,-23.8590080555556
QDABBN0002-58741,QDABBN0002,2019-04-08T15:07:27Z,BBN,PLA,PLA,0,"",,,58741,2019-04-08T15:07:27Z,2019-04-08T15:07:27Z,n/a,0,n/a,AM,3,0,WET,AVG,1,31,1,617027.4,7359706.3,55,WGS84,"",PA,"",TRUE,TRUE,TRUE,-23.8698788888889,148.149388888889,SW,QLD,2019-04-08,1,148.149388888889,-23.8698788888889
QDABBS0001-58708,QDABBS0001,2019-04-04T12:28:49Z,BBS,LOW,PLA,2,225,AG,,58708,2019-04-04T12:28:49Z,2019-04-04T12:28:49Z,n/a,0,n/a,Z,2,0,WET,AVG,1,31,1,577763,7256962.9,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-24.800125,147.769381944444,SW,QLD,2019-04-04,1,147.769381944444,-24.800125
QDABBS0002-58703,QDABBS0002,2019-04-04T16:31:25Z,BBS,PLA,PLA,0,"",,,58703,2019-04-04T16:31:25Z,2019-04-04T16:31:25Z,n/a,0,n/a,Z,2,0,WET,AVG,30,31,30,564872.6,7253460.4,55,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-24.8323980555556,147.641971944444,SW,QLD,2019-04-04,1,147.641971944444,-24.8323980555556
QDABBS0003-58709,QDABBS0003,2019-04-05T10:23:36Z,BBS,LOW,HSL,10,30,,,58709,2019-04-05T10:23:36Z,2019-04-05T10:23:36Z,n/a,0,n/a,Z,3,0,WET,FFR,1,31,1,574995.6,7254704,55,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-24.8215838888889,147.741085,SW,QLD,2019-04-05,1,147.741085,-24.8215838888889
QDABBS0004-58726,QDABBS0004,2019-04-05T17:41:03Z,BBS,HIL,HCR,3,45,,,58726,2019-04-05T17:41:03Z,2019-04-05T17:41:03Z,n/a,0,n/a,Z,7,0,WET,AVG,30,31,30,576900,7258846.2,55,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-24.7841438888889,147.759626944444,SW,QLD,2019-04-05,1,147.759626944444,-24.7841438888889
QDABBS0005-58747,QDABBS0005,2019-04-06T16:27:56Z,BBS,HIL,PLA,5,345,,,58747,2019-04-06T16:27:56Z,2019-04-06T16:27:56Z,n/a,0,n/a,Z,7,0,WET,AVG,1,31,1,577602.2,7260459.8,55,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-24.7685211111111,147.766605,SW,QLD,2019-04-06,1,147.766605,-24.7685211111111
QDABBS0006-58727,QDABBS0006,2019-04-10T10:00:54Z,BBS,FLO,DDE,0,"",,NC,58727,2019-04-10T10:00:54Z,2019-04-10T10:00:54Z,n/a,0,n/a,AM,3,0,DRY,AVG,30,31,30,324945.3,6995431.7,56,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-27.15261,151.233411111111,SW,QLD,2019-04-10,1,151.233411111111,-27.15261
QDABBS0007-58711,QDABBS0007,2019-04-10T14:28:38Z,BBS,FLO,PLA,0,"",,,58711,2019-04-10T14:28:38Z,2019-04-10T14:28:38Z,n/a,0,n/a,Z,4,0,WET,AVG,1,31,1,326091.96,6975872.53,56,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-27.3291811111111,151.24217,SW,QLD,2019-04-10,1,151.24217,-27.3291811111111
QDABBS0008-58728,QDABBS0008,2019-04-11T09:47:50Z,BBS,FLO,DDE,0,"",,NC,58728,2019-04-11T09:47:50Z,2019-04-11T09:47:50Z,n/a,0,n/a,Z,4,0,WET,AVG,30,31,30,326907.319,6975799.215,56,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-27.3308711111111,151.249343888889,SW,QLD,2019-04-11,1,151.249343888889,-27.3308711111111
QDABBS0009-58729,QDABBS0009,2019-04-13T09:34:15Z,BBS,FLO,PLA,0,"",,,58729,2019-04-13T09:34:15Z,2019-04-13T09:34:15Z,n/a,X,n/a,AM,3,0,WET,AVG,30,31,30,362829.213,6970081.048,56,WGS84,"",PA,"",TRUE,TRUE,TRUE,-27.3856530555556,151.6128,SW,QLD,2019-04-13,1,151.6128,-27.3856530555556
QDABBS0010-58963,QDABBS0010,2021-03-28T11:12:12Z,BBS,RIS,HSL,2,225,,NC,58963,2021-03-28T11:12:12Z,2021-03-28T11:12:12Z,n/a,0,n/a,N,4,0,WET,AVG,1,13,1,354244.7,6939925.2,56,WGS84,TABLET,P,3 VE AE EI GM EQR,TRUE,TRUE,TRUE,-27.6579567354229,151.522344050851,SW,QLD,2021-03-28,1,151.522344050851,-27.6579567354229
QDACHC0001-53592,QDACHC0001,2013-04-22T00:00:00Z,MGD,PLA,PLA,0,"",NC,NC,53592,2013-04-22T00:00:00Z,2013-04-22T00:00:00Z,NC,X,NC,Z,4,0,DRY,DRY,1,2,1,729498,7332390,54,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-24.1046,143.257294444444,SW,QLD,2013-04-22,1,143.257294444444,-24.1046
QDACHC0002-53593,QDACHC0002,2013-04-24T00:00:00Z,MGD,PLA,PLA,1,225,NC,NC,53593,2013-04-24T00:00:00Z,2013-04-24T00:00:00Z,G,1,NC,Z,4,1L,DRY,DRY,1,2,1,720498,7330179,54,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-24.1259555555556,143.169161111111,SW,QLD,2013-04-24,1,143.169161111111,-24.1259555555556
QDACHC0003-53467,QDACHC0003,2013-04-23T12:00:00Z,CHC,PLA,PLA,0,"",,S,53467,2013-04-23T11:59:00Z,2013-04-23T11:59:00Z,NC,X,NC,N,4,1L,DRY,DRY,3,2,3,720023,7331187,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-24.1163777777778,143.164894444444,SW,QLD,2013-04-23,1,143.164894444444,-24.1163777777778
QDACHC0004-53468,QDACHC0004,2013-05-18T12:00:00Z,CHC,ALP,DDE,1,270,,,53468,2013-05-19T13:44:00Z,2013-05-19T13:44:00Z,NC,NC,NC,NC,7,NC,DRY,DRY,3,4,3,509382,7376994,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.7187722222222,141.091861111111,SW,QLD,2013-05-19,1,141.091861111111,-23.7187722222222
QDACHC0005-53522,QDACHC0005,2013-05-19T00:00:00Z,CHC,FLO,FLD,1,"",,,53522,2013-05-19T00:00:00Z,2013-05-19T00:00:00Z,S,2,A,Z,4,1L,WET,DRY,1,2,1,507369,7376590,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-23.721675,141.072305555556,SW,QLD,2013-05-19,1,141.072305555556,-23.721675
QDACHC0006-53469,QDACHC0006,2013-05-20T12:00:00Z,CHC,ALP,SWP,0,"",,,53469,2013-05-20T16:09:00Z,2013-05-21T12:00:00Z,G,1,NC,Z,4,0,DRY,DRY,3,13,3,513606,7371273,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.7694527777778,141.133497222222,SW,QLD,2013-05-20,1,141.133497222222,-23.7694527777778
